genes	control	control	infected	infected	infected
CBX3	10851.7581950822	6217.80030529184	9408.13712405391	5841.63792296623	3883.78183975301
HNRNPA2B1	12585.9660256884	7211.46029888344	7393.45084562489	4590.69232005186	3052.0973226389
WIPF3	31.5691547915029	18.0883776409032	22.4491898266251	13.9390016218825	9.26727093963166
FAM126A	305.593209101375	175.097667556465	523.201201731558	324.862610001969	215.983174886635
HOXA7	168.311867782351	96.4387119642614	15.9123997244999	9.88022139243462	6.56881253557602
INHBA	146.155409274264	83.7435862529089	162.176618161131	100.697626998474	66.9482806363856
FKBP9	463.075930003585	265.331534963103	199.306440472261	123.752029291479	82.2758771311833
NT5C3A	2612.1142172646	1496.67955050135	2763.97879444259	1716.19132788884	1141.00065781068
ARL4A	534.15534161127	306.058353534726	640.715344338187	397.82870976051	264.494297434253
CCZ1	496.176840368403	284.297572251428	778.350158138801	483.28800284016	321.311452978248
POLM	211.302383942697	121.07125903185	138.674344406864	86.1047515090381	57.2462851407679
FTSJ2	764.603269418864	438.099555533245	372.418994862327	231.239925070661	153.738631777311
TWIST1	800.131957328484	458.456651826744	351.681861807381	218.363962351363	145.178116586538
SMU1	548.872510333443	314.49094247826	801.533157996451	497.682636905422	330.881648719543
GLIPR2	15.0701900415116	8.63486179441242	41.8280211899492	25.9715766898342	17.2670643452877
SLC25A51	14.7026096211334	8.42424692362745	20.2028743223291	12.5442343407708	8.33996734627361
CLTA	4191.44581196876	2401.59913082879	5731.7445023012	3558.91667052662	2366.1267809572
RECK	191.340859210188	109.633778363314	299.560227281788	186.000943739184	123.661736142721
ACO1	619.660800750667	355.050955506082	689.632826214579	428.202227222807	284.687968641727
DCAF10	706.689758556105	404.916486112644	929.213239633309	576.960903905841	383.589382016881
KIAA1549	398.610668875233	228.394467888919	137.785749477656	85.5530110562606	56.87946344127
TRIM24	433.42673258057	248.343247399525	357.979819180771	222.274448151528	147.777982229628
C7orf49	254.28634208501	145.700048510503	143.423886463749	89.0538055704722	59.2069480163664
CALD1	9438.82819784295	5408.22489730206	4507.93516515395	2799.03711731715	1860.92490982581
PLAU	3907.63751831762	2238.98370361552	13097.6831625168	8132.52630741692	5406.86677273922
SRGN	6492.76243830536	3720.19902630873	9087.92653994326	5642.81489702483	3751.59541059415
CHST3	155.807136549963	89.2737972770203	144.982438514027	90.0215313425112	59.8503353383586
BICC1	405.337209492086	232.248616271987	87.1310084902414	54.1008062224721	35.9686326837838
CISD1	5763.7352160133	3302.48370277821	2940.24071754239	1825.63470873861	1213.76350628412
EGR2	6.586542397664	3.77393272083526	32.8699011182303	20.4093603616256	13.5690544636165
ECD	412.911278644779	236.588378423273	887.247561484632	550.903854172846	366.265491374381
P4HA1	11219.1358082593	6428.29897235625	6772.38926685039	4205.06689567421	2795.71631445335
SLC25A16	166.062706128685	95.1499956322706	148.857307831623	92.4274894247264	61.4499237466333
ZWINT	151.796470569937	86.9757807061819	150.930100416306	93.7145140088143	62.3055951820957
VPS26A	724.811136089203	415.299606039576	932.0276768523	578.708425543066	384.751212463877
RBM19	199.359331923484	114.228173224351	145.835777264404	90.5513807632423	60.2026029018701
CIT	131.76433745507	75.497843107672	197.904508496787	122.881551014498	81.6971442879942
IFT81	521.845782367743	299.005267772356	167.752707815548	104.159895496222	69.2501513947627
ACADS	270.769566816387	155.144545699299	149.274801393988	92.6867167504283	61.62226965256
DDX54	3201.61015809714	1834.44675605316	1283.23092840672	796.775212399732	529.731753506579
MED13L	2646.65236885777	1516.46909295702	1109.25254998417	688.749714921499	457.911577236015
CDKN2C	393.407896271631	225.413402470626	362.289521838447	224.950400058885	149.557074593602
RNF11	763.668297512286	437.563838785631	1151.54960256412	715.012519462159	475.372262865809
RASSF8	673.629630907156	385.973816354137	365.077457340397	226.681466426246	150.707964842128
BHLHE41	47.6212387366088	27.285841375368	83.9011484472805	52.0953430086554	34.6353111543044
SSPN	15.7543049421429	9.02684342186222	19.9337544227393	12.3771342028223	8.22887171012791
ITPR2	142.351652666192	81.5641238493285	112.09226645202	69.5995844813119	46.272912807581
CCDC91	4584.37549217144	2626.73852682359	2718.975438419	1688.24814341547	1122.4227805383
WWP1	1633.7166487544	936.080927603876	931.306384181033	578.260565295445	384.453454965142
ACOT9	1217.14464388478	697.395039797401	1815.73468159063	1127.41390077172	749.555123313594
PRDX4	2858.15648542727	1637.65594000383	3020.49210925036	1875.46386906978	1246.89215796305
DDX39A	413.208979929003	236.758954204879	645.281892736512	400.66414061669	266.379418527399
PKN1	340.660951409089	195.190652942521	440.355853164485	273.422827232069	181.783709463222
C19orf43	2412.28706261355	1382.18332593951	1771.86855656791	1100.1768382069	731.446707428795
ADGRE5	929.117332394138	532.362215334864	1127.42709158604	700.034530401346	465.414226664745
WDR83	73.0653823159256	41.8647327283896	58.0541724816446	36.0466106183907	23.9653969572402
GIPC1	2271.67847500409	1301.61793706447	2673.33023426226	1659.90642686865	1103.57994134089
SPRYD7	721.50132813855	413.403164512216	663.560037847389	412.013284898206	273.924836617076
EBPL	194.800934257561	111.616319376404	200.738337179419	124.641113070341	82.8669797431387
ATP7B	34.7262435535084	19.8973146919635	32.3601795097427	20.0928674109985	13.3586358121587
ZC3H13	3197.93190724252	1832.33920547236	1653.70436731446	1026.80711580833	682.667238520083
GUCY1B2	26.5474204392726	15.2110428508097	7.2174345243302	4.48140143664124	2.97943586127513
NLN	757.389105252299	433.966010410795	547.343059143364	339.852611521726	225.949197507007
CENPK	305.297345569445	174.928144763376	374.712304485433	232.663871627434	154.68533505658
OPTN	2190.04826329118	1254.84576004162	6265.21892218652	3890.15805881027	2586.35085258835
ITIH5	104.350169540458	59.7901744917198	67.2131946659922	41.7335697500323	27.7463414269502
ATF1	511.162722326305	292.884127511675	662.373034099691	411.276258426778	273.43482849557
TSFM	305.99203312678	175.32618427259	396.393323885896	246.125905977943	163.635496847862
PFDN5	13433.4351931654	7697.04005043487	10350.7907278309	6426.94412837487	4272.91955099729
SPATS2	497.106152067062	284.830045834027	429.850974716684	266.900207981555	177.447180817177
ORMDL2	635.277562785752	363.998990101382	1180.11431834697	732.748732782141	487.164089765474
NR4A1	247.917363380447	142.050774630481	924.473412217192	574.017881794534	381.632729451176
HOXC13	215.077817541356	123.234493022171	256.768791867503	159.431170297517	105.9969638751
CDK2	174.817521920132	100.166297628891	371.115486936162	230.43055959969	153.200529457494
LRP1	417.16869314131	239.027776047178	332.659638018899	206.552809686736	137.32553468565
ATG101	691.203284577167	396.043103486245	1852.48816220407	1150.2346274811	764.727361842007
NFE2	77.736694769208	44.5412840738938	79.219447417954	49.1884123467945	32.7026537964133
IKZF4	113.974447161376	65.3046575140818	61.4371701418445	38.1471590228781	25.3619353689752
SMUG1	255.530299749802	146.412806775926	234.106407973606	145.359793633487	96.6416840941967
TUBA1B	3937.89502597507	2256.32053852907	8427.5646758072	5232.78740087418	3478.99081504251
METTL21B	103.279798586363	59.1768772982605	68.3482632508831	42.4383489856275	28.2149101455759
KBTBD4	47.7280049760912	27.3470159006858	49.5859486872561	30.7885774280593	20.4696216136259
ATPAF1	551.237754681075	315.846171443228	462.055603373178	286.896491791432	190.741603536878
STIL	37.5917099408282	21.5391590325381	102.771798752662	63.8123816743769	42.4253218646064
HJURP	203.131916866036	116.389775002224	553.754004655785	343.833253165615	228.595705888897
AMD1	2845.33313207123	1630.30846238972	4227.26682877443	2624.76640081383	1745.06195274396
NDUFAF4	891.107955301378	510.583742921203	483.532247287877	300.231626674765	199.607396893725
USP45	181.708228038141	104.114508954098	151.135883098304	93.842287222916	62.3905445225169
MORF4L2	15875.1033942492	9096.05807250984	21633.5460695735	13432.5575256713	8930.56428138731
FAM199X	681.691586350031	390.593125788867	678.32324954718	421.179960106392	280.019251774938
RAB9A	1003.97946600698	575.256443981024	1471.93134493404	913.9418198514	607.629348024932
METTL8	141.121530925923	80.8592932408048	84.5169957478317	52.4777308180824	34.8895396514451
TTC21B	88.3543753619643	50.624963459696	62.7738647781677	38.9771305651728	25.9137375254908
NMI	634.187774750486	363.374567380513	699.230747970392	434.161704956936	288.650095651897
TNFAIP6	1.30160363393688	0.745788039778602	41.5261798300226	25.7841593603866	17.1424609326555
ACVR1C	73.8110241874212	42.2919678522173	37.944761888938	23.5604091549244	15.6640124601532
BAZ2B	1713.85538966235	981.998527196998	968.652058335791	601.448992879414	399.870157460342
SLC36A1	39.0449183799695	22.3718130333101	67.5493403820175	41.9422871120864	27.8851060527412
LPGAT1	4970.07114809609	2847.73299832267	1465.69833521563	910.071660917153	605.056293483724
BATF3	48.3590765234159	27.7086049435927	73.7013370373654	45.7621439540917	30.424717516011
G0S2	4.53393851760985	2.59783933554147	20.6619252324485	12.8292651784135	8.52946857959277
KCNJ2	229.998941673936	131.783943582994	20.4051687184334	12.6698416315984	8.42347668414934
RAP2C	1091.07659745862	625.161036471436	799.705256367595	496.547668384686	330.127070947409
EXOSC9	968.620183949366	554.99641322653	997.881907909315	619.59819664843	411.93655885899
PLA2G12A	774.896561291907	443.997367869284	499.925022854017	310.410119839475	206.374513827443
B9D2	150.218510894699	86.0716472031999	91.3332961058637	56.7100626964097	37.7033829443051
ADCK4	90.1145370827671	51.6334944173735	36.2616045300964	22.5153142835295	14.9691867047969
PFKFB2	198.541290795787	113.759455042274	441.480754345703	274.121293391006	182.248080966478
C4BPA	370.671088628113	212.385750456476	49.7500485177137	30.8904692032442	20.5373638173198
AGO2	881.398158708807	505.02025955452	1848.20651669621	1147.57609663259	762.959851776157
MXD4	393.690556132847	225.575359873266	362.444542792324	225.046654638413	149.621068937807
CKS2	2098.40006709497	1202.33351529344	4695.28476075281	2915.36498202318	1938.26487069985
ACSL3	5804.50722597169	3325.84509836124	2849.56080594641	1769.33034120596	1176.32984760727
CHPF	1193.05244377858	683.590780019171	1180.50843312013	732.993443905559	487.326784651676
DNPEP	420.050100067982	240.678753939079	381.68746360582	236.994841031802	157.564756982934
INHA	43.0559031894264	24.6700122858574	9.56965580132823	5.94192702568569	3.95045851519975
OBSL1	186.123746373752	106.644496331409	46.8942284963528	29.1172524316375	19.3584500971735
SLC12A4	182.149001875547	104.367061918468	243.884769207635	151.431308648199	100.678298493255
ENKD1	159.427038431835	91.3479152790625	114.563140978042	71.1337834564946	47.2929168196333
HMGB1P1	26.6363555600667	15.2620005676408	2.55402641478862	1.58582909285424	1.05433002062064
FAM210B	954.350249522477	546.820078936644	180.003878951367	111.766811186765	74.3075687501441
PI3	7.92400311298844	4.54026601858869	22.997263193695	14.2793076913443	9.49352161623335
SLPI	4108.13827306218	2353.86588506948	4515.67509139582	2803.84294083559	1864.12003597915
TTPAL	51.9357727053554	29.757967103365	50.3378797888086	31.2554614860155	20.7800269912738
PREX1	28.2955060318726	16.2126544731798	91.8410906184067	57.0253590874414	37.9130060694931
SLC12A5	99.0788755262876	56.7698479288368	76.6937072076949	47.6201465359054	31.6600006302027
SDC4	1314.49911791468	753.176846529787	4375.56180788908	2716.84473283205	1806.27974104973
NCOA3	1308.44348383929	749.707111697342	1656.63566686622	1028.62719882788	683.877311015399
PIGT	1066.40259804843	611.023419478187	908.977349902406	564.396169857187	375.235785549075
MATN4	28.5385489579847	16.3519123107589	18.0898800674005	11.2322480030035	7.46770022191244
NCOA5	116.677390473397	66.8533799836153	54.5028255253262	33.8415318887664	22.499362115938
VAPB	510.741312108822	292.642669442686	358.973716201133	222.891572078307	148.188273783351
PARD6B	133.524731083666	76.5065069430201	266.676182776264	165.582801559597	110.086843134236
ATP5E	15177.4036167469	8696.29263251676	8071.32807048285	5011.59533747504	3331.93245054688
CHD6	516.535068759865	295.962354716356	413.569522780305	256.790837144545	170.726019494639
PLCG1	76.3455275139662	43.7441782013842	31.322227785659	19.4483893306234	12.9301579952028
TOX2	111.733798363822	64.0208188469247	101.070776353019	62.7561941606805	41.7231212251349
SRSF6	787.258551421581	451.080495287027	624.309284784655	387.641968390709	257.72169672534
ARFGEF2	342.638493022078	196.323737427443	296.843078717964	184.31382992659	122.540067515984
ZNFX1	553.01561883007	316.864845472787	1347.58577207424	836.733993860684	556.298136398366
CSE1L	429.115239724639	245.872864157109	887.550807655732	551.092143768303	366.390674708421
RAB22A	347.286051780484	198.986678468644	759.439135555804	471.545896488365	313.50477615046
STAU1	3384.27136224864	1939.10729773874	2414.0714990614	1498.92921751894	996.555101641638
CDH26	16.2950034068768	9.33665082990206	17.5123913646696	10.8736775589852	7.2293065732278
SNAI1	27.1561330203344	15.5598207358602	107.673871065018	66.8561438074533	44.4489508968843
MOCS3	49.9758778770619	28.63499380792	23.3629510523806	14.5063681641135	9.6444815614227
STX16	935.378615670713	535.949782286572	1222.49804227091	759.065352717197	504.66055427342
PPP4R1L	73.5326297021509	42.132454408922	325.066558652594	201.838165353492	134.191028527649
PMEPA1	2850.14729331	1633.0668627044	2346.08559004862	1456.71585911656	968.489775286235
RNF114	362.027082673743	207.432939870779	1207.9665783622	750.042572805931	498.661807136817
DDX27	4415.1737104295	2529.78991524766	4186.82035263385	2599.65264388642	1728.36520529593
BCAS4	290.826500385408	166.636693370373	264.356626532418	164.14255812566	109.12930496304
KCNK15	33.1001575217808	18.9656059271028	7.90433073603368	4.90790446338496	3.26299412553431
PCK1	34.7722524037666	19.9236766729474	23.6340481335244	14.674695960481	9.75639339972535
MTRR	574.953602458115	329.434790254801	539.06309357974	334.711470379804	222.531137218794
FASTKD3	238.309032795922	136.545428882095	210.683216322148	130.816021277296	86.9723345550194
PEPD	175.119343635719	100.339234320032	229.921761390268	142.761490711972	94.9142162446262
IQSEC2	578.153110690122	331.268032657011	463.505402421093	287.796691372636	191.340096430778
STAMBP	964.697266969198	552.748674753332	1198.10723998618	743.920778002846	494.591764488429
NAGK	332.591515628578	190.567057451577	779.342645807532	483.904251681699	321.721162736213
MCEE	721.078559063851	413.160927850242	404.232163489632	250.993146123089	166.871455518138
PAIP2B	23.203493644124	13.2950520340247	19.5413788213454	12.1335029543694	8.06689477304015
SNRNP27	4528.02264517009	2594.44968081449	4973.11072992435	3087.87083478631	2052.95446752997
MPHOSPH10	2959.64916793252	1695.80884213465	2471.02375911974	1534.29163600504	1020.06561710617
ATP8A1	28.8281976814703	16.517874165874	19.3158234544246	11.9934526162674	7.97378305215906
USP22	816.438908238618	467.800148292907	634.019602862784	393.671234501663	261.730222165902
POF1B	353.493920445339	202.543640113536	383.091208460517	237.866444949691	158.144238202482
ZNF576	380.085005825637	217.77970194088	388.589000157068	241.280097200255	160.413786708021
ZNF45	50.6527951724768	29.0228513781334	79.1993369506392	49.1759254891982	32.6943519756898
LYPD3	368.545779030329	211.167998417739	1695.80532325244	1052.94816132643	700.046973312649
USP9X	1312.80641248241	752.20696642701	1950.05492510788	1210.81513291855	805.003988014952
TRERF1	152.503467920488	87.3808734352186	164.484254441719	102.130469168114	67.9008981164594
BTN2A2	173.320919422243	99.3087798607113	230.87822418282	143.35537122702	95.309054539937
SIRT5	174.108163130133	99.7598518510062	102.593268327937	63.7015297505874	42.3516225538664
MRS2	272.827961991831	156.323957359622	243.723904871808	151.331425834819	100.61189193711
WRNIP1	707.636590733306	405.458998514287	690.159594661945	428.529304783241	284.905424414603
RRP36	360.806683791561	206.733680229549	518.252946700727	321.790172402531	213.940481123374
BTN2A3P	37.0166540543847	21.2096656359834	57.0835028463867	35.4439088850691	23.5646939219735
SNRPC	4599.58238131188	2635.4517139625	4443.0545511637	2758.75187804468	1834.14148319791
SLC17A3	87.1141947855212	49.9143693763962	15.3744097530602	9.54617623791595	6.34672439490633
SERPINB6	686.241473551323	393.200103342243	526.907237852125	327.163737298513	217.513067105758
XPO5	178.638610383211	102.355690774699	131.27385874767	81.5096911793381	54.1912837701941
ABCC10	65.894082458133	37.7557478391641	49.2684080608025	30.5914122144665	20.3385373721716
PEX6	183.873855209828	105.355362007327	107.014695076665	66.4468526374056	44.1768358438179
NQO2	404.635472198115	231.84653743073	511.675283019756	317.706013222385	211.225149659205
OARD1	896.995071781603	513.956921164764	289.035271271055	179.465858061844	119.316919259241
UNC5CL	123.430008331568	70.7224700080396	133.271799984213	82.7502395622276	55.0160557509872
AARS2	61.4602401574883	35.2152612640893	91.8835986075472	57.0517528653081	37.9305538320407
RPS10	104.043561146576	59.6144951473398	89.1695642938764	55.3665727322045	36.810170801807
HIST1H2BJ	39.6487291984816	22.7177823245706	96.1725349888049	59.7148107144426	39.7010736501242
MED20	156.3951658837	89.6107241514585	330.677671487767	205.322180211671	136.50735723786
TBCC	94.7521747142555	54.2907508879396	217.827746427128	135.252155386813	89.9216746751106
SPDEF	789.619823747617	452.433448377739	85.4856444820661	53.0791777469829	35.2894084366801
MAD2L1BP	118.073679249098	67.6534203659899	290.217850036296	180.200137002599	119.805100699622
APOBEC2	1.90518144292446	1.0916238221029	21.756691615155	13.5090202387066	8.9814001086366
KLHDC3	168.769994382468	96.7012076504777	240.81490367701	149.525188162746	99.4110244472754
TREM1	8.89084105896016	5.09424125168549	93.0589626013206	57.7815520581538	38.4157569358991
MEA1	496.863253762848	284.690870861368	744.592677959812	462.327532792037	307.375996176734
COL21A1	57.2680093953567	32.8132123754171	10.1583883707234	6.30747893660237	4.19349375494366
CDKN1A	1699.88912451968	973.996188211297	6267.94338766195	3891.84971579094	2587.47554171618
SOX4	12520.1601198684	7173.75507416853	4068.81792556938	2526.38336179024	1679.65251358695
GLO1	2317.26450547519	1327.73765232948	2981.62002029801	1851.32767016294	1230.84533475504
RREB1	243.734344086478	139.654003694793	222.135481467567	137.926885574363	91.6999547851813
SSR1	2080.68204874254	1192.18151061913	2438.70708524573	1514.22578182399	1006.72494089597
RIOK1	865.132102960439	495.700195047007	1023.65301797981	635.599822891723	422.575154785295
NRN1	50.1856855267164	28.7552086196236	14.5450216163659	9.03119807292039	6.00434390651353
SLC35B3	1184.07328166544	678.44593289627	1155.68730342507	717.581673157997	477.080351008041
RPP40	115.374218098195	66.1066930922643	63.690008715099	39.545976564578	26.2919317564993
ATXN1	548.743559094795	314.417056474111	523.230748875224	324.880956217876	215.995372270503
NUP153	169.803058624929	97.2931289821811	232.226787973092	144.192712485435	95.8657564129379
DEK	11747.6123827705	6731.10352690527	6650.64534041489	4129.4744666759	2745.45909090784
EEF1E1	1431.08790751442	819.979460312261	1277.50295317772	793.218636121313	527.367182722841
RUNX2	59.5876250296777	34.1422971688635	89.994275231214	55.8786467616867	37.1506204911816
LRRFIP1	4002.86163715185	2293.54486730113	6224.05890303976	3864.60125350574	2569.35954678804
RAB17	368.504094121	211.144113952449	256.597395688714	159.324748122259	105.926209659063
EREG	1720.13801452538	985.598322372036	2298.48647140783	1427.16093098516	948.840338832689
DKFZP434K028	21.7119203728278	12.4404158935112	9.35362579554172	5.80779111145942	3.86127896751116
MYRF	770.364337870019	441.400511242951	619.211046552005	384.476404219241	255.617088256988
SCGB2A1	16.6051914375538	9.51438122134358	24.5841663490216	15.2646370429467	10.1486125842791
AHNAK	1846.01336346841	1057.72191460628	5122.01259981124	3180.32599338597	2114.4227869801
EMC3	1137.68870176072	651.868667728026	2240.37268407482	1391.0773047098	924.850332213192
SSUH2	7.60324714305302	4.35648044836723	40.398462398669	25.083944554148	16.6769268505611
SH3TC1	214.890735151615	123.127299245907	317.052968446166	196.862420226511	130.882930898483
CNOT1	753.507315623731	431.74183693552	1391.98018047499	864.299074626614	574.624633435978
BBS2	480.444938839167	275.283565454295	412.91688340909	256.385604647331	170.456602828576
MT2A	13088.0520423002	7499.14368910001	24882.4032348515	15449.816306314	10271.7280306058
C16orf70	95.7241388516805	54.8476633072702	181.863422424135	112.921426550751	75.0752086213043
GOT2	736.952752784593	422.256464701387	906.919362268546	563.118337864686	374.386225759137
DOK4	767.318330709708	439.6552213175	445.084678938181	276.359018276744	183.735820430683
CLYBL	198.589951097781	113.787336242274	59.7856759240426	37.1217242184038	24.6801805043318
TMTC4	488.686055486005	280.005530013539	114.055735780891	70.8187287965861	47.0834544080943
RAP2A	452.24469150592	259.125491958202	244.772207364249	151.982330845432	101.044642664382
ABCC4	448.672036785745	257.078445460256	263.426919489616	163.565290612775	108.745511733677
EFNB2	373.371109216868	213.932798274834	532.41271564285	330.582161947546	219.785788514985
SOX21	227.393441894543	130.291053948659	48.2210514831329	29.9410945349612	19.9061771288564
TM9SF2	1575.3211058742	902.62166525939	1636.55159100999	1016.15672804047	675.58638497445
C17orf53	4.99404932936259	2.86147192800752	42.1617513156281	26.1787941795982	17.4048317889803
IRF1	511.178494864052	292.893164802061	1539.27748480328	955.757937052725	635.430570684933
UPF3B	5420.8860762569	3106.03926976344	2960.18524233219	1838.01853040611	1221.9968241195
RNF113A	919.126237718459	526.637554832127	2212.48014380613	1373.75845413896	913.335986712937
6-Sep	494.283652925083	283.212820706891	325.929571324221	202.374021441057	134.547289591592
NDUFA1	12505.1279806377	7165.14201458707	7285.08773287425	4523.4082168816	3007.36384524048
ATP5S	474.559918712341	271.911588371558	121.948932671574	75.7197201067752	50.3418523605703
BMP4	3054.0699012546	1749.90968495863	831.988774131121	516.592935494154	343.454059952784
FAM193A	210.639806531829	120.691617875688	204.729622225116	127.119355232086	84.5146258364469
GRK4	34.575056436208	19.8106880562416	20.5470861493649	12.7579600588203	8.48206175085578
SOX9	1138.37437008282	652.261539429164	761.456348782492	472.798411107185	314.337503819437
HS3ST3B1	302.694018380617	173.436499971953	32.2965805001754	20.0533779370194	13.3323814458451
SLC25A35	113.036879338093	64.7674533677082	42.431117992808	26.3460475450466	17.5160292976126
MRPS7	883.078183103986	505.982873723528	1049.69636470473	651.770484507639	433.326132978206
GGA3	389.728043686078	223.304934135951	578.065565194172	358.928625621915	238.631783814849
ARMC7	65.1390023143419	37.323104808958	44.5313688293057	27.6501213242072	18.3830357995545
NUP85	1258.86484979216	721.299729190985	1594.81186175906	990.23997299412	658.35576850666
SLC25A19	28.0512061066146	16.0726764048756	29.4559657212208	18.289602303387	12.1597446159639
MIF4GD	444.793133970724	254.855926060739	337.346639069139	209.463031202328	139.260379950105
NT5C	1754.09080872152	1005.05246890969	733.40616843735	455.38167970865	302.758082772551
MSTO1	63.9720826411911	36.6544874872731	38.3321349076413	23.8009342330087	15.8239242764258
C1orf61	50.7832166590871	29.0975797995269	130.810148248882	81.2217671408939	53.9998590077414
TTF1	420.874100599266	241.150886718199	521.837080538727	324.015608944641	215.420050747809
GTF3C4	413.447192187569	236.895444184421	431.527558619388	267.94122130629	178.139292977989
DDX31	140.826266763813	80.69011387242	135.284706911255	84.0000803421148	55.8470057323999
PPP1R12C	228.237386242412	130.774614062098	220.580968522908	136.961667736919	91.0582348501381
MBOAT7	1387.42029262514	794.958951717348	1560.609308033	969.003150839641	644.236580480068
SLC2A4RG	1423.90801520776	815.865552153438	915.057341561009	568.171317835569	377.745672562643
PPDPF	976.841981934596	559.707308650441	1595.66206091989	990.767873001789	658.706740013286
IL1B	9.27020808640544	5.31160956902746	158.342851637318	98.3171901895709	65.3656599106556
CHCHD5	151.255446505843	86.6657867374237	134.476090964383	83.4979999070531	55.5132002310145
PAX8	21.4359962978231	12.2823179367599	42.1812474864735	26.1908996123168	17.4128800214067
INSIG2	514.574435290294	294.838958196961	612.369578143988	380.228445162728	252.792855317997
POLR1B	279.346666644727	160.059020660171	332.200311943138	206.267607995073	137.135919860946
CCDC93	470.218223016834	269.423899617744	623.931694251949	387.40751738876	257.565823226214
PSD4	41.0559297031208	23.5240748690652	15.7222739482526	9.76216976010673	6.4903265369855
SLC25A23	933.237296432323	534.722857103128	614.783815606428	381.727477429123	253.789478931135
PSPN	38.736946076902	22.1953522012855	19.2365634787458	11.9442390393825	7.9410636678536
GTF2F1	2647.8429107873	1517.15124527187	3241.96866281917	2012.98161751624	1338.32010010926
ALKBH7	983.255511531259	563.38210913597	591.557322556667	367.305837860319	244.201328724738
CLPP	555.834307687287	318.479887397042	566.332386254015	351.643338199973	233.788199299712
TNFSF9	1663.80685624209	953.321903484451	2768.15250375572	1718.78283971328	1142.72361063556
THOC2	13872.1331891623	7948.40360686542	11086.8058857981	6883.94576450821	4576.75465316514
MED1	822.670439957464	471.370668307022	845.927866040073	525.24790372361	349.208269453007
RPL23	47282.0864120816	27091.5151298807	31028.5269502609	19266.0265615177	12808.9150800753
ATG4C	423.631378108309	242.730741395137	293.738503107352	182.386157489153	121.258464769591
CD70	1108.37318563346	635.071571640086	2434.94058794989	1511.88711337667	1005.17008964283
C3	2613.01355363685	1497.19484893221	2352.5934590057	1460.756681821	971.176294725496
SH2D3A	607.139607818714	347.876608655062	608.128356445406	377.595013996977	251.042032642464
TRIP10	1298.06110479946	743.758254525727	2378.72917142945	1476.98469453225	981.965402488484
GPR108	421.373369400202	241.436955910589	617.837718336482	383.623686398625	255.050163358558
TNFSF14	21.0515293211596	12.062027469363	15.5334917567493	9.64495237748092	6.41239518486322
FOSB	10.105170969559	5.79002351600726	133.188778858038	82.6986906367948	54.981783722646
OPA3	866.297678357531	496.368042130364	555.978607932648	345.214539034892	229.514046437447
SNRPD2	15847.7971797943	9080.41225866829	19902.8937577098	12357.972403968	8216.13209028352
RTN2	59.3629600236825	34.0135694440328	209.826391870138	130.284007537893	86.6186280557736
EML2	3981.1767569315	2281.11994477426	9350.77539286061	5806.02125838669	3860.10229012828
VASP	2682.5934032734	1537.06245402761	2666.37962526806	1655.59070096533	1100.71065397496
SYMPK	120.773811141906	69.2005319589334	100.368122497347	62.3199070024588	41.4330580332077
GPCPD1	2018.77621949337	1156.71093736408	3943.97222764364	2448.86500147026	1628.11484486659
SDCBP2	1341.6329937726	768.723914438982	4761.84166826308	2956.69105431791	1965.74028961543
PANK2	774.60753749453	443.831764082021	736.321353047436	457.191756745813	303.961502843803
FOXA2	2213.46981212098	1268.26575253006	2305.05770563441	1431.24109803125	951.553016147811
GZF1	378.079333840067	216.630499419039	400.334744434454	248.573186607808	165.262558331711
NAPB	218.047689850906	124.936159482208	192.765526183721	119.690688299635	79.5757162178963
CENPB	495.54152912624	283.933553963841	267.233284617131	165.928713528954	110.316820863507
PSMF1	471.481599317193	270.147784301208	512.171683415606	318.01423485427	211.43006916848
DTD1	670.237293145949	384.030087200934	1049.06001287615	651.375365163058	433.063439987771
RBCK1	10991.0610015854	6297.61751253444	18216.6526136987	11310.9627691981	7520.03331470224
TMX4	1220.13041734925	699.105817242416	545.046165953488	338.426439880512	225.001014892206
STK35	143.841663067486	82.4178645023638	217.549759064804	135.079549322887	89.806918453423
SNRPB	2772.20868810517	1588.40988873531	3518.90295922413	2184.93381875627	1452.64160467497
NRSN2	97.5399902799742	55.8881031477309	115.749984963001	71.8707107291055	47.7828589893342
AP5S1	199.219728370037	114.148183696236	88.780057864767	55.1247229911216	36.6493782903996
RRBP1	6483.39922403078	3714.83412639772	3838.21408554255	2383.19835934824	1584.45672782575
BMP2	53.4220039646789	30.609542397601	85.6073003972917	53.1547155286462	35.3396293282361
ZNF133	152.699613393207	87.493260143274	242.168025759432	150.365359725602	99.9696080330995
FLRT3	1966.49724139083	1126.75632170063	733.103492917047	455.19374443789	302.633135009397
OVOL2	86.6114850632047	49.6263286175901	160.316438430785	99.542616573664	66.1803781111425
MKKS	3529.68232373841	2022.42433305138	2823.76288691983	1753.31206892398	1165.68018465086
BFSP1	208.522225738356	119.478294258681	146.270158266597	90.8210937257519	60.3819201275445
DSTN	19778.2528022019	11332.4701952354	16984.4209957666	10545.8537094262	7011.35463400376
SNRPB2	5345.47142659355	3062.82846251261	5771.01286835464	3583.29892317516	2382.33719168401
MGME1	157.212507344798	90.0790414411529	234.504426875169	145.606928882343	96.8059906472778
LRRN4	10.4414272138543	5.98269037614638	18.137477668751	11.2618019890291	7.48734903201199
TBC1D20	436.991742996904	250.385913892508	898.587378178027	557.944897725056	370.946691654438
ITPA	1069.01764378204	612.521778718089	473.133552332454	293.774938172038	195.314701953965
