genes	infected	control	infected	control	infected	control	infected	control	infected	control	infected	control	infected	control	infected	control	infected	control
JADE2	11.1193224326291	16.3843637916017	11.1193224326291	44.4330860086695	11.1193224326291	25.1825502085397	24.3709709910756	25.1825502085397	18.5097065601615	16.3843637916017	18.5097065601615	25.1825502085397	18.5097065601615	44.4330860086695	24.3709709910756	44.4330860086695	24.3709709910756	16.3843637916017
ISY1	6.58922813709382	11.0499197725491	6.58922813709382	29.9664998829089	6.58922813709382	16.9835803826075	14.4420569468749	16.9835803826075	10.9687150466711	11.0499197725491	10.9687150466711	16.9835803826075	10.9687150466711	29.9664998829089	14.4420569468749	29.9664998829089	14.4420569468749	11.0499197725491
FKRP	3.70643113427249	5.52499829105625	3.70643113427249	14.9833540921551	3.70643113427249	8.49184921894477	8.12363578815804	8.49184921894477	6.16988607862585	5.52499829105625	6.16988607862585	8.49184921894477	6.16988607862585	14.9833540921551	8.12363578815804	14.9833540921551	8.12363578815804	5.52499829105625
FGD4	8.03062177016701	12.7645625199828	8.03062177016701	34.6164740680473	8.03062177016701	19.6189635824783	17.6012568559688	19.6189635824783	13.3681214266479	12.7645625199828	13.3681214266479	19.6189635824783	13.3681214266479	34.6164740680473	17.6012568559688	34.6164740680473	17.6012568559688	12.7645625199828
CBX4	18.944030839208	30.4825367692528	18.944030839208	82.6662051244793	18.944030839208	46.8512554066235	41.5209136018566	46.8512554066235	31.5350556677293	30.4825367692528	31.5350556677293	46.8512554066235	31.5350556677293	82.6662051244793	41.5209136018566	82.6662051244793	41.5209136018566	30.4825367692528
HINT1	22.8563849318845	31.6256324576697	22.8563849318845	85.7661893341562	22.8563849318845	48.6081783444234	50.0958846648092	48.6081783444234	38.0477300373821	31.6256324576697	38.0477300373821	48.6081783444234	38.0477300373821	85.7661893341562	50.0958846648092	85.7661893341562	50.0958846648092	31.6256324576697
C15ORF40	2.88278729754146	4.57238059142393	2.88278729754146	12.3999309748755	2.88278729754146	7.02768842785987	6.31839988699855	7.02768842785987	4.79881281221529	4.57238059142393	4.79881281221529	7.02768842785987	4.79881281221529	12.3999309748755	6.31839988699855	12.3999309748755	6.31839988699855	4.57238059142393
MPP3	1.44139364922448	2.47670615449347	1.44139364922448	6.71662928024201	1.44139364922448	3.80666456632881	3.1591999444938	3.80666456632881	2.39940640686299	2.47670615449347	2.39940640686299	3.80666456632881	2.39940640686299	6.71662928024201	3.1591999444938	6.71662928024201	3.1591999444938	2.47670615449347
TM9SF1	24.5036920146989	34.483370309914	24.5036920146989	93.5161461462777	24.5036920146989	53.0004835850989	53.7063990079184	53.0004835850989	40.7899088798532	34.483370309914	40.7899088798532	53.0004835850989	40.7899088798532	93.5161461462777	53.7063990079184	93.5161461462777	53.7063990079184	34.483370309914
CCDC77	5.55966121255469	9.14476117668744	5.55966121255469	24.7998619330444	5.55966121255469	14.0553768462512	12.1854854872971	14.0553768462512	9.25485327382193	9.14476117668744	9.25485327382193	14.0553768462512	9.25485327382193	24.7998619330444	12.1854854872971	24.7998619330444	12.1854854872971	9.14476117668744
TIPARP	10.0897555455509	15.2412686531506	10.0897555455509	41.3331032904558	10.0897555455509	23.4256281160299	22.1143996136033	23.4256281160299	16.7958448496713	15.2412686531506	16.7958448496713	23.4256281160299	16.7958448496713	41.3331032904558	22.1143996136033	41.3331032904558	22.1143996136033	15.2412686531506
HSF1	16.0611575570638	25.3381434683608	16.0611575570638	68.7150213673093	16.0611575570638	38.9443910181147	35.202325256589	38.9443910181147	26.7360997218136	25.3381434683608	26.7360997218136	38.9443910181147	26.7360997218136	68.7150213673093	35.202325256589	68.7150213673093	35.202325256589	25.3381434683608
RASAL2	18.120377289977	28.1963465151372	18.120377289977	76.4662397498476	18.120377289977	43.3374112566266	39.715656413154	43.3374112566266	30.1639662334699	28.1963465151372	30.1639662334699	43.3374112566266	30.1639662334699	76.4662397498476	39.715656413154	76.4662397498476	39.715656413154	28.1963465151372
NFKB1	18.1203772276083	28.9584096897166	18.1203772276083	78.5328942144832	18.1203772276083	44.5086922657655	39.7156562764563	44.5086922657655	30.1639661296482	28.9584096897166	30.1639661296482	44.5086922657655	30.1639661296482	78.5328942144832	39.7156562764563	78.5328942144832	39.7156562764563	28.9584096897166
ZCCHC11	40.3590221142046	56.0116623216202	40.3590221142046	151.899154650167	40.3590221142046	86.089183359135	88.4575983053757	86.089183359135	67.1833792854916	56.0116623216202	67.1833792854916	86.089183359135	67.1833792854916	151.899154650167	88.4575983053757	151.899154650167	88.4575983053757	56.0116623216202
METTL8	6.79514149004998	11.049919769036	6.79514149004998	29.9664998733817	6.79514149004998	16.983580377208	14.8933711687598	16.983580377208	11.3114873480528	11.049919769036	11.3114873480528	16.983580377208	11.3114873480528	29.9664998733817	14.8933711687598	29.9664998733817	14.8933711687598	11.049919769036
PPT2	7.82470940193508	12.0025433343328	7.82470940193508	32.5499388978751	7.82470940193508	18.4477501837416	17.1499447923705	18.4477501837416	13.0253507644809	12.0025433343328	13.0253507644809	18.4477501837416	13.0253507644809	32.5499388978751	17.1499447923705	32.5499388978751	17.1499447923705	12.0025433343328
WDFY3	31.5047467161537	44.3901946185863	31.5047467161537	120.382662428445	31.5047467161537	68.2271413750218	69.0510840883155	68.2271413750218	52.4441682936552	44.3901946185863	52.4441682936552	68.2271413750218	52.4441682936552	120.382662428445	69.0510840883155	120.382662428445	69.0510840883155	44.3901946185863
ATP11B	23.4741251353332	34.2928544164578	23.4741251353332	92.9994822594384	23.4741251353332	52.7076631794055	51.4498276473504	52.7076631794055	39.0760471822018	34.2928544164578	39.0760471822018	52.7076631794055	39.0760471822018	92.9994822594384	51.4498276473504	92.9994822594384	51.4498276473504	34.2928544164578
ZC3H7B	33.7697935763875	44.7712268242534	33.7697935763875	121.415991337752	33.7697935763875	68.812782830029	74.0155404802086	68.812782830029	56.2146635717592	44.7712268242534	56.2146635717592	68.812782830029	56.2146635717592	121.415991337752	74.0155404802086	121.415991337752	74.0155404802086	44.7712268242534
PICK1	3.70642697193764	5.71550758636128	3.70642697193764	15.5000000853355	3.70642697193764	8.78465948336722	8.12362666528725	8.78465948336722	6.16987914982267	5.71550758636128	6.16987914982267	8.78465948336722	6.16987914982267	15.5000000853355	8.12362666528725	15.5000000853355	8.12362666528725	5.71550758636128
IER5L	20.179511067859	30.1015053830744	20.179511067859	81.6328784375593	20.179511067859	46.2656152111594	44.228799176264	46.2656152111594	33.5916896606518	30.1015053830744	33.5916896606518	46.2656152111594	33.5916896606518	81.6328784375593	44.228799176264	81.6328784375593	44.228799176264	30.1015053830744
N4BP2L2	18.7381174779619	28.1963472771559	18.7381174779619	76.4662418163815	18.7381174779619	43.3374124278393	41.0695993618021	43.3374124278393	31.1922833525478	28.1963472771559	31.1922833525478	43.3374124278393	31.1922833525478	76.4662418163815	41.0695993618021	76.4662418163815	41.0695993618021	28.1963472771559
SEMA3D	11.9429759556299	17.9084906728337	11.9429759556299	48.5663963808805	11.9429759556299	27.5251130446068	26.1762281222877	27.5251130446068	19.880795950757	17.9084906728337	19.880795950757	27.5251130446068	19.880795950757	48.5663963808805	26.1762281222877	48.5663963808805	26.1762281222877	17.9084906728337
API5	2.8827872914888	4.76289645380439	2.8827872914888	12.9165947774398	2.8827872914888	7.32050878579029	6.31839987373251	7.32050878579029	4.79881280213976	4.76289645380439	4.79881280213976	7.32050878579029	4.79881280213976	12.9165947774398	6.31839987373251	12.9165947774398	6.31839987373251	4.76289645380439
ARID1A	80.9187377133522	111.628795373127	80.9187377133522	302.728377430237	80.9187377133522	171.571980453918	177.355070094885	171.571980453918	134.700841653594	111.628795373127	134.700841653594	171.571980453918	134.700841653594	302.728377430237	177.355070094885	302.728377430237	177.355070094885	111.628795373127
RGL2	5.35374784039416	8.57321366395575	5.35374784039416	23.2498707271445	5.35374784039416	13.1769158868267	11.7341712233206	13.1769158868267	8.9120809404718	8.57321366395575	8.9120809404718	13.1769158868267	8.9120809404718	23.2498707271445	11.7341712233206	23.2498707271445	11.7341712233206	8.57321366395575
TMC7	7.20696825095709	12.5740464304315	7.20696825095709	34.0998096494137	7.20696825095709	19.3261428753893	15.7959997330654	19.3261428753893	11.9970320423629	12.5740464304315	11.9970320423629	19.3261428753893	11.9970320423629	34.0998096494137	15.7959997330654	34.0998096494137	15.7959997330654	12.5740464304315
COQ6	2.4709605422508	3.81031716436829	2.4709605422508	10.3332758255446	2.4709605422508	5.8564070306684	5.41577133500283	5.8564070306684	4.11326812725455	3.81031716436829	4.11326812725455	5.8564070306684	4.11326812725455	10.3332758255446	5.41577133500283	10.3332758255446	5.41577133500283	3.81031716436829
IQGAP3	26.7687392089834	39.6272984316362	26.7687392089834	107.466068374692	26.7687392089834	60.906632999383	58.670856131973	60.906632999383	44.5604047140324	39.6272984316362	44.5604047140324	60.906632999383	44.5604047140324	107.466068374692	58.670856131973	107.466068374692	58.670856131973	39.6272984316362
RRN3	3.50052743677494	6.09650746326056	3.50052743677494	16.533241321607	3.50052743677494	9.37025124948642	7.67234272879475	9.37025124948642	5.82712985013947	6.09650746326056	5.82712985013947	9.37025124948642	5.82712985013947	16.533241321607	7.67234272879475	16.533241321607	7.67234272879475	6.09650746326056
NSUN2	31.7106599305238	42.1040046540624	31.7106599305238	114.182697839162	31.7106599305238	64.7132976701234	69.502398006452	64.7132976701234	52.7869403643406	42.1040046540624	52.7869403643406	64.7132976701234	52.7869403643406	114.182697839162	69.502398006452	114.182697839162	69.502398006452	42.1040046540624
LNX1	3.91235419143024	6.8585708849489	3.91235419143024	18.5998964563823	3.91235419143024	10.5415326384284	8.57497127939789	10.5415326384284	6.51267453404255	6.8585708849489	6.51267453404255	10.5415326384284	6.51267453404255	18.5998964563823	8.57497127939789	18.5998964563823	8.57497127939789	6.8585708849489
MMADHC	19.767684453222	30.1015054306807	19.767684453222	81.6328785666638	19.767684453222	46.2656152843297	43.3261709325485	46.2656152843297	32.9061452098293	30.1015054306807	32.9061452098293	46.2656152843297	32.9061452098293	81.6328785666638	43.3261709325485	81.6328785666638	43.3261709325485	30.1015054306807
DEPDC1B	23.88595177268	32.0066640866859	23.88595177268	86.7995166796329	23.88595177268	49.1938189131259	52.3524559408406	49.1938189131259	39.7615916708281	32.0066640866859	39.7615916708281	49.1938189131259	39.7615916708281	86.7995166796329	52.3524559408406	86.7995166796329	52.3524559408406	32.0066640866859
TOP2B	113.258790666699	153.585456017546	113.258790666699	416.511490083388	113.258790666699	236.058812332146	248.236951356197	236.058812332146	188.53549695147	153.585456017546	188.53549695147	236.058812332146	188.53549695147	416.511490083388	248.236951356197	416.511490083388	248.236951356197	153.585456017546
CACNA1D	1.02956689227053	2.28619029905506	1.02956689227053	6.19996549650395	1.02956689227053	3.51384421906822	2.25657138885254	3.51384421906822	1.71386171913347	2.28619029905506	1.71386171913347	3.51384421906822	1.71386171913347	6.19996549650395	2.25657138885254	6.19996549650395	2.25657138885254	2.28619029905506
EPHA5	17.5024967828256	24.957562404239	17.5024967828256	67.6829159178404	17.5024967828256	38.3594429616892	38.361405917499	38.3594429616892	29.1354155330195	24.957562404239	29.1354155330195	38.3594429616892	29.1354155330195	67.6829159178404	38.361405917499	67.6829159178404	38.361405917499	24.957562404239
SLC6A16	1.64730702841787	3.23876958648121	1.64730702841787	8.78328444294839	1.64730702841787	4.97794597110085	3.61051422388462	4.97794597110085	2.7421787519203	3.23876958648121	2.7421787519203	4.97794597110085	2.7421787519203	8.78328444294839	3.61051422388462	8.78328444294839	3.61051422388462	3.23876958648121
NAB2	6.58922811210023	10.8594039061074	6.58922811210023	29.4498360693309	6.58922811210023	16.6907600184351	14.4420568920947	16.6907600184351	10.9687150050657	10.8594039061074	10.9687150050657	16.6907600184351	10.9687150050657	29.4498360693309	14.4420568920947	29.4498360693309	14.4420568920947	10.8594039061074
VWCE	23.0622983473699	32.5782117440446	23.0622983473699	88.3495082777497	23.0622983473699	50.0722800948403	50.5471990237438	50.0722800948403	38.3905024428527	32.5782117440446	38.3905024428527	50.0722800948403	38.3905024428527	88.3495082777497	50.5471990237438	88.3495082777497	50.5471990237438	32.5782117440446
LRPPRC	122.895344884387	168.214099240117	122.895344884387	456.18320213557	122.895344884387	258.542843272916	269.358038968877	258.542843272916	204.57692320754	168.214099240117	204.57692320754	258.542843272916	204.57692320754	456.18320213557	269.358038968877	456.18320213557	269.358038968877	168.214099240117
ZBED5	8.44244851195668	13.5266258649663	8.44244851195668	36.6831289948052	8.44244851195668	20.790244853526	18.5038853783734	20.790244853526	14.0536660891343	13.5266258649663	14.0536660891343	20.790244853526	14.0536660891343	36.6831289948052	18.5038853783734	36.6831289948052	18.5038853783734	13.5266258649663
YME1L1	60.5390085859997	83.0703566716869	60.5390085859997	225.280172590887	60.5390085859997	127.678038301269	132.687439456599	127.678038301269	100.775860324162	83.0703566716869	100.775860324162	127.678038301269	100.775860324162	225.280172590887	132.687439456599	225.280172590887	132.687439456599	83.0703566716869
TRAK2	18.7381174119952	26.8627361934004	18.7381174119952	72.8495950707203	18.7381174119952	41.287669849946	41.0695992172184	41.287669849946	31.1922832427368	26.8627361934004	31.1922832427368	41.287669849946	31.1922832427368	72.8495950707203	41.0695992172184	72.8495950707203	41.0695992172184	26.8627361934004
LMAN2L	4.32418093431805	7.23960257248233	4.32418093431805	19.633223960553	4.32418093431805	11.1271732970711	9.47759980420945	11.1271732970711	7.19821919835697	7.23960257248233	7.19821919835697	11.1271732970711	7.19821919835697	19.633223960553	9.47759980420945	19.633223960553	9.47759980420945	7.23960257248233
CDK4	53.5379490126062	80.3960307941007	53.5379490126062	218.027614405203	53.5379490126062	123.567634837155	117.342743698044	123.567634837155	89.1215928003195	80.3960307941007	89.1215928003195	123.567634837155	89.1215928003195	218.027614405203	117.342743698044	218.027614405203	117.342743698044	80.3960307941007
NSFL1C	10.0897555522106	15.0507528304596	10.0897555522106	40.816439595526	10.0897555522106	23.1328078191016	22.1143996281999	23.1328078191016	16.7958448607574	15.0507528304596	16.7958448607574	23.1328078191016	16.7958448607574	40.816439595526	22.1143996281999	40.816439595526	22.1143996281999	15.0507528304596
PNPT1	11.9429759660972	19.813649185288	11.9429759660972	53.7330341045509	11.9429759660972	30.4533164527671	26.1762281452295	30.4533164527671	19.8807959681813	19.813649185288	19.8807959681813	30.4533164527671	19.8807959681813	53.7330341045509	26.1762281452295	53.7330341045509	26.1762281452295	19.813649185288
BSN	2.47096053577579	4.1913488735621	2.47096053577579	11.3666033884565	2.47096053577579	6.44204772260282	5.41577132081112	6.44204772260282	4.11326811647598	4.1913488735621	4.11326811647598	6.44204772260282	4.11326811647598	11.3666033884565	5.41577132081112	11.3666033884565	5.41577132081112	4.1913488735621
CERS4	5.76559538822223	9.90679359422749	5.76559538822223	26.8664329870457	5.76559538822223	15.2266105822278	12.6368453477268	15.2266105822278	9.59766023759244	9.90679359422749	9.59766023759244	15.2266105822278	9.59766023759244	26.8664329870457	12.6368453477268	26.8664329870457	12.6368453477268	9.90679359422749
ADARB1	2.6768739188209	5.71547573104429	2.6768739188209	15.49991369626	2.6768739188209	8.78461052216679	5.86708560864403	8.78461052216679	4.45604046794504	5.71547573104429	4.45604046794504	8.78461052216679	4.45604046794504	15.49991369626	5.86708560864403	15.49991369626	5.86708560864403	5.71547573104429
CHD7	101.91969101662	135.905020895979	101.91969101662	368.563562143093	101.91969101662	208.884217650239	223.384279773792	208.884217650239	169.659939699573	135.905020895979	169.659939699573	208.884217650239	169.659939699573	368.563562143093	223.384279773792	368.563562143093	223.384279773792	135.905020895979
CDKN1B	10.7074956890547	16.3843638038955	10.7074956890547	44.4330860420092	10.7074956890547	25.1825502274351	23.4683424647591	25.1825502274351	17.8241618947041	16.3843638038955	17.8241618947041	25.1825502274351	17.8241618947041	44.4330860420092	23.4683424647591	44.4330860420092	23.4683424647591	16.3843638038955
TMEM181	18.3262906712673	29.1489258303684	18.3262906712673	79.0495587716972	18.3262906712673	44.8015130513953	40.1669706971408	44.8015130513953	30.5067385820178	29.1489258303684	30.5067385820178	44.8015130513953	30.5067385820178	79.0495587716972	40.1669706971408	79.0495587716972	40.1669706971408	29.1489258303684
SLC37A1	3.29461405492033	5.7154757307321	3.29461405492033	15.4999136954134	3.29461405492033	8.78461052168695	7.22102844357113	8.78461052168695	5.48435750065215	5.7154757307321	5.48435750065215	8.78461052168695	5.48435750065215	15.4999136954134	7.22102844357113	15.4999136954134	7.22102844357113	5.7154757307321
CSNK2B	36.0348412107377	51.4392816833208	36.0348412107377	139.499223548169	36.0348412107377	79.0614948592282	78.9799985687848	79.0614948592282	59.9851601384908	51.4392816833208	59.9851601384908	79.0614948592282	59.9851601384908	139.499223548169	78.9799985687848	139.499223548169	78.9799985687848	51.4392816833208
DNLZ	1.85322040536855	2.85773787152911	1.85322040536855	7.74995686442042	1.85322040536855	4.39230527031602	4.06182849835997	4.39230527031602	3.08495109324433	2.85773787152911	3.08495109324433	4.39230527031602	3.08495109324433	7.74995686442042	4.06182849835997	7.74995686442042	4.06182849835997	2.85773787152911
KANSL3	16.2671569037974	24.0049981355138	16.2671569037974	65.0996377009133	16.2671569037974	36.895364293201	35.6538279568519	36.895364293201	27.0790151721684	24.0049981355138	27.0790151721684	36.895364293201	27.0790151721684	65.0996377009133	35.6538279568519	65.0996377009133	35.6538279568519	24.0049981355138
FLRT3	30.0633533140997	41.3419417457778	30.0633533140997	112.116044096697	30.0633533140997	63.5420170702763	65.891884685562	63.5420170702763	50.044762298243	41.3419417457778	50.044762298243	63.5420170702763	50.044762298243	112.116044096697	65.891884685562	112.116044096697	65.891884685562	41.3419417457778
UGCG	14.0021097730067	21.7188077871045	14.0021097730067	58.8996720705648	14.0021097730067	33.3815199982761	30.689370971961	33.3815199982761	23.3085194436837	21.7188077871045	23.3085194436837	33.3815199982761	23.3085194436837	58.8996720705648	30.689370971961	58.8996720705648	30.689370971961	21.7188077871045
SLC2A13	5.14784027782406	10.0973497848609	5.14784027782406	27.3832061566111	5.14784027782406	15.519492924149	11.2828696926164	15.519492924149	8.56931827801795	10.0973497848609	8.56931827801795	15.519492924149	8.56931827801795	27.3832061566111	11.2828696926164	27.3832061566111	11.2828696926164	10.0973497848609
DENND4B	22.0327314194369	31.0540849193591	22.0327314194369	84.2161980588882	22.0327314194369	47.7297173456844	48.2906275567273	47.7297173456844	36.6766406643539	31.0540849193591	36.6766406643539	47.7297173456844	36.6766406643539	84.2161980588882	48.2906275567273	84.2161980588882	48.2906275567273	31.0540849193591
SETD5	142.491451727453	193.651633335726	142.491451727453	525.167762945801	142.491451727453	297.639996369118	312.308151649212	297.639996369118	237.197452883194	193.651633335726	237.197452883194	297.639996369118	237.197452883194	525.167762945801	312.308151649212	525.167762945801	312.308151649212	193.651633335726
CWC25	3.29461403411113	5.14392820701469	3.29461403411113	13.949922459721	3.29461403411113	7.90614954537747	7.2210283979622	7.90614954537747	5.48435746601226	5.14392820701469	5.48435746601226	7.90614954537747	5.48435746601226	13.949922459721	7.2210283979622	13.949922459721	7.2210283979622	5.14392820701469
DNAJB2	4.94192107772615	8.38269776165402	4.94192107772615	22.7332068163168	4.94192107772615	12.8840954675378	10.8315426551555	12.8840954675378	8.2265362432304	8.38269776165402	8.2265362432304	12.8840954675378	8.2265362432304	22.7332068163168	10.8315426551555	22.7332068163168	10.8315426551555	8.38269776165402
RHOC	16.4730702569021	23.052418855015	16.4730702569021	62.5163187732553	16.4730702569021	35.4312625518157	36.1051421790624	35.4312625518157	27.4217874737973	23.052418855015	27.4217874737973	35.4312625518157	27.4217874737973	62.5163187732553	36.1051421790624	62.5163187732553	36.1051421790624	23.052418855015
RPL10A	5.55966120400637	8.76372948323818	5.55966120400637	23.7665344128304	5.55966120400637	13.469736178516	12.1854854685611	13.469736178516	9.25485325959203	8.76372948323818	9.25485325959203	13.469736178516	9.25485325959203	23.7665344128304	12.1854854685611	23.7665344128304	12.1854854685611	8.76372948323818
BAG6	92.853105424643	124.015033642573	92.853105424643	336.31886634701	92.853105424643	190.609464672569	203.512430945867	190.609464672569	154.567307947334	124.015033642573	154.567307947334	190.609464672569	154.567307947334	336.31886634701	203.512430945867	336.31886634701	203.512430945867	124.015033642573
SNAP23	10.2956503094176	14.6697070861152	10.2956503094176	39.7830739704066	10.2956503094176	22.5471455553265	22.5656730925238	22.5471455553265	17.1385862068483	14.6697070861152	17.1385862068483	22.5471455553265	17.1385862068483	39.7830739704066	22.5656730925238	39.7830739704066	22.5656730925238	14.6697070861152
NADSYN1	7.00106555154959	10.478418375298	7.00106555154959	28.4166337385092	7.00106555154959	16.1051903020661	15.3447088612836	16.1051903020661	11.6542774753405	10.478418375298	11.6542774753405	16.1051903020661	11.6542774753405	28.4166337385092	15.3447088612836	28.4166337385092	15.3447088612836	10.478418375298
HINFP	7.61879499875225	11.0499197651054	7.61879499875225	29.9664998627223	7.61879499875225	16.9835803711667	16.6986282686328	16.9835803711667	12.6825767148463	11.0499197651054	12.6825767148463	16.9835803711667	12.6825767148463	29.9664998627223	16.6986282686328	29.9664998627223	16.6986282686328	11.0499197651054
MAST2	50.4486639255249	71.2529093767349	50.4486639255249	193.232199368474	50.4486639255249	109.51477827927	110.571748639974	109.51477827927	83.9790348082282	71.2529093767349	83.9790348082282	109.51477827927	83.9790348082282	193.232199368474	110.571748639974	193.232199368474	110.571748639974	71.2529093767349
ARHGEF11	27.7983061230032	39.2462667975277	27.7983061230032	106.432741015406	27.7983061230032	60.3209924228537	60.9274275684949	60.3209924228537	46.2742664693707	39.2462667975277	46.2742664693707	60.3209924228537	46.2742664693707	106.432741015406	60.9274275684949	106.432741015406	60.9274275684949	39.2462667975277
SCO1	5.76557459039677	8.0016660391909	5.76557459039677	21.6998792174195	5.76557459039677	12.2984547552086	12.6367997637261	12.2984547552086	9.59762561662982	8.0016660391909	9.59762561662982	12.2984547552086	9.59762561662982	21.6998792174195	12.6367997637261	21.6998792174195	12.6367997637261	8.0016660391909
SRA1	5.14782218753343	7.62068376687182	5.14782218753343	20.6666857233634	5.14782218753343	11.7128900470961	11.282830042903	11.7128900470961	8.56928816413529	7.62068376687182	8.56928816413529	11.7128900470961	8.56928816413529	20.6666857233634	11.282830042903	20.6666857233634	11.282830042903	7.62068376687182
PRR14	6.5892229997127	11.0498690779362	6.5892229997127	29.9663624031678	6.5892229997127	16.9835024656588	14.4420456869292	16.9835024656588	10.9687064947636	11.0498690779362	10.9687064947636	16.9835024656588	10.9687064947636	29.9663624031678	14.4420456869292	29.9663624031678	14.4420456869292	11.0498690779362
UTP4	35.4171009576621	49.1530914531231	35.4171009576621	133.2992582384	35.4171009576621	75.5476507459928	77.6260554774733	75.5476507459928	58.9568429110602	49.1530914531231	58.9568429110602	75.5476507459928	58.9568429110602	133.2992582384	77.6260554774733	133.2992582384	77.6260554774733	49.1530914531231
APOPT1	3.70644081601916	6.28702332587707	3.70644081601916	17.0499051248116	3.70644081601916	9.66307160777965	8.12365700829699	9.66307160777965	6.16990219528141	6.28702332587707	6.16990219528141	9.66307160777965	6.16990219528141	17.0499051248116	8.12365700829699	17.0499051248116	8.12365700829699	6.28702332587707
PUM1	74.5436526759753	104.21421270354	74.5436526759753	282.62062142173	74.5436526759753	160.175865064442	163.38236506246	160.175865064442	124.08859850183	104.21421270354	124.08859850183	160.175865064442	124.08859850183	282.62062142173	163.38236506246	282.62062142173	163.38236506246	104.21421270354
WDR73	8.23653510157005	12.3835308280983	8.23653510157005	33.5831465520769	8.23653510157005	19.0333229171481	18.0525710306143	19.0333229171481	13.7108936921514	12.3835308280983	13.7108936921514	19.0333229171481	13.7108936921514	33.5831465520769	18.0525710306143	33.5831465520769	18.0525710306143	12.3835308280983
TEAD1	4.94192339380967	8.19223541245922	4.94192339380967	22.2166881372379	4.94192339380967	12.5913573586652	10.8315477314723	12.5913573586652	8.22654009868352	8.19223541245922	8.22654009868352	12.5913573586652	8.22654009868352	22.2166881372379	10.8315477314723	22.2166881372379	10.8315477314723	8.19223541245922
DUS4L	3.29461405197213	5.52495990170169	3.29461405197213	14.9832499832917	3.29461405197213	8.49179021501511	7.22102843710935	8.49179021501511	5.48435749574444	5.52495990170169	5.48435749574444	8.49179021501511	5.48435749574444	14.9832499832917	7.22102843710935	14.9832499832917	7.22102843710935	5.52495990170169
RCBTB1	7.6187949987205	11.6214673325214	7.6187949987205	31.5164912169218	7.6187949987205	17.8620414146404	16.6986282685632	17.8620414146404	12.6825767147935	11.6214673325214	12.6825767147935	17.8620414146404	12.6825767147935	31.5164912169218	16.6986282685632	31.5164912169218	16.6986282685632	11.6214673325214
PTPN9	11.7370625782738	18.4800382106507	11.7370625782738	50.1163876548097	11.7370625782738	28.4035740425871	25.7249138469237	28.4035740425871	19.5380236087581	18.4800382106507	19.5380236087581	28.4035740425871	19.5380236087581	50.1163876548097	25.7249138469237	50.1163876548097	25.7249138469237	18.4800382106507
KCNH8	6.17739193031241	10.0972833593877	6.17739193031241	27.383026016033	6.17739193031241	15.5193908290762	13.5394076794076	15.5193908290762	10.2831546283488	10.0972833593877	10.2831546283488	15.5193908290762	10.2831546283488	27.383026016033	13.5394076794076	27.383026016033	13.5394076794076	10.0972833593877
BIRC6	104.42474479548	142.096719554299	104.42474479548	385.354954382925	104.42474479548	218.400776506141	228.874775561246	218.400776506141	173.829960907706	142.096719554299	173.829960907706	218.400776506141	173.829960907706	385.354954382925	228.874775561246	385.354954382925	228.874775561246	142.096719554299
SPIRE1	16.061329189292	24.9577131680801	16.061329189292	67.683324777336	16.061329189292	38.3596746837167	35.2027014345512	38.3596746837167	26.7363854282673	24.9577131680801	26.7363854282673	38.3596746837167	26.7363854282673	67.683324777336	35.2027014345512	67.683324777336	35.2027014345512	24.9577131680801
STAMBP	10.0897555429173	14.8602369304377	10.0897555429173	40.2997756908812	10.0897555429173	22.8399874033168	22.1143996078312	22.8399874033168	16.7958448452874	14.8602369304377	16.7958448452874	22.8399874033168	16.7958448452874	40.2997756908812	22.1143996078312	40.2997756908812	22.1143996078312	14.8602369304377
TXNRD2	7.20696825055567	12.0024990420361	7.20696825055567	32.549818780704	7.20696825055567	18.4476821070681	15.7959997321856	18.4476821070681	11.9970320416947	12.0024990420361	11.9970320416947	18.4476821070681	11.9970320416947	32.549818780704	15.7959997321856	32.549818780704	15.7959997321856	12.0024990420361
ST3GAL5	1.64730605924205	3.42930934500584	1.64730605924205	9.30001304994721	1.64730605924205	5.27080305708847	3.61051209967643	5.27080305708847	2.74217713858819	3.42930934500584	2.74217713858819	5.27080305708847	2.74217713858819	9.30001304994721	3.61051209967643	9.30001304994721	3.61051209967643	3.42930934500584
SMARCD3	3.08870067450064	4.38186473411584	3.08870067450064	11.883267186067	3.08870067450064	6.7348680777256	6.76971416149252	6.7348680777256	5.14158515355346	4.38186473411584	5.14158515355346	6.7348680777256	5.14158515355346	11.883267186067	6.76971416149252	11.883267186067	6.76971416149252	4.38186473411584
BLOC1S4	4.94192798369869	8.00168333248701	4.94192798369869	21.6999261154574	4.94192798369869	12.2984813347757	10.8315577914425	12.2984813347757	8.22654773921193	8.00168333248701	8.22654773921193	12.2984813347757	8.22654773921193	21.6999261154574	10.8315577914425	21.6999261154574	10.8315577914425	8.00168333248701
LPAR3	12.5607160820445	19.2421016480774	12.5607160820445	52.1830428322661	12.5607160820445	29.5748554557187	27.5301709359878	29.5748554557187	20.9091129673423	19.2421016480774	20.9091129673423	29.5748554557187	20.9091129673423	52.1830428322661	27.5301709359878	52.1830428322661	27.5301709359878	19.2421016480774
AKAP8	12.5607366891651	17.9085715087582	12.5607366891651	48.5666156014516	12.5607366891651	27.5252372883525	27.5302161020078	27.5252372883525	20.9091472708494	17.9085715087582	20.9091472708494	27.5252372883525	20.9091472708494	48.5666156014516	27.5302161020078	48.5666156014516	27.5302161020078	17.9085715087582
