genes	control	control	control	control	infected	infected	infected	infected
MT1E	2602.60450663909	2611.90886724067	2604.35245746458	2607.74241469686	3765.764861226	3771.86470448197	3821.09462134768	3821.33052559183
LRFN4	64.1579953731531	64.3873614266211	64.2010849093035	64.2846522972293	103.464058782044	103.631651439699	104.984239081289	104.990720529675
PSAT1	4487.64446343682	4503.6878777293	4490.65843725588	4496.50370601104	3077.65967532591	3082.64491532536	3122.87921978693	3123.07201806462
SNORD116-7	145.52435686632	146.044609209364	145.622093352622	145.811642454213	216.816474437813	217.167677064137	220.002123027982	220.015705375368
TTC3	16998.5830099792	17059.3532674798	17009.9995302875	17032.1406082984	11694.2570330608	11713.1995686479	11866.0788170236	11866.8113972478
CUBN	352.510541445192	353.770773334093	352.74729316461	353.206446930147	232.925496539605	233.30279280519	236.347832326541	236.362423814653
C6orf62	5308.88545183935	5327.86481828184	5312.45098424517	5319.36593985479	7622.06294591905	7634.40927952473	7734.05265583756	7734.53013572926
KIAA1217	1639.96937919652	1645.83230091231	1641.07080886931	1643.2069098572	2368.10426565455	2371.94015699843	2402.89842986562	2403.04677843953
LPAR2	62.6494772089603	62.8734502813059	62.6915536001771	62.7731561055985	100.817516624698	100.980822373074	102.298811717853	102.305127375079
RPS13	7092.00415552401	7117.35820523941	7096.76725897918	7106.00477113941	4850.14938969263	4858.00573551756	4921.41183229735	4921.71566720685
SLC25A15	1670.89527986032	1676.86876225906	1672.01747986277	1674.19386260702	1146.66996450687	1148.52735797342	1163.51779659754	1163.58962909937
RPL23	20666.0200929456	20739.9015077567	20679.8997226737	20706.8177288855	14222.3953073877	14245.4329598426	14431.3626087761	14432.2535628156
LOC105377586	45.9269718296166	46.0911616272409	45.9578171186788	46.0176381440836	75.1977850230224	75.3195915400887	76.3026536381198	76.3073643615163
PCBP2-OT1	55.4171214350985	55.6152386980243	55.4543404604678	55.5265226422482	87.5671167493084	87.708959298228	88.8537259091562	88.8592115024554
TMEM170B	3213.81408056208	3225.30352701301	3215.9725295161	3220.15860245104	2213.12639623082	2216.71125206228	2245.64349624501	2245.78213631654
DUSP10	100.838646169736	101.19914624731	100.906371017812	101.037715867559	154.332642315164	154.5826326789	156.600226296885	156.609894379379
LOC105372632	32.2061330134046	32.3212705513496	32.2277631675993	32.2697124584939	57.3530998132396	57.4460012375178	58.1957794206615	58.1993722736833
RPL15	24355.7223656753	24442.7945362736	24372.080058481	24403.8039938581	16849.5209368413	16876.8140473887	17097.0881604882	17098.1436893508
RPL3	27095.1506264117	27192.0163051343	27113.3481630652	27148.6402720242	18723.3756256702	18753.704034572	18998.4750862614	18999.6480017082
ORC6	849.174770058095	852.210586008704	849.745089419535	850.851160720757	1217.66938682246	1219.64178623424	1235.56040167952	1235.63668190065
PLK4	476.26269616377	477.965344359023	476.582561810196	477.202905841418	685.838019971131	686.948950837762	695.914924537863	695.957888478968
DMWD	389.409669962415	390.801816937428	389.671203726891	390.178419526926	565.697595621045	566.613921199176	574.009296808074	574.04473461915
PKD1P5	155.503513727164	156.059441745747	155.60795237487	155.810499576974	231.689457802469	232.064751913688	235.093632676722	235.108146733875
SNX5	26939.0790174067	27035.3867371593	26957.1717338706	26992.2605556693	18706.4032456027	18736.7041623848	18981.2533338213	18982.4251860428
RPS3AP5	45.6778846605585	45.8411839668168	45.7085626586928	45.7680592418521	25.5632933897966	25.6047012016304	25.9388906305433	25.9404920288322
RPS27A	19541.9985484887	19611.8615649042	19555.1232673644	19580.5772075016	13543.2328488474	13565.1703836117	13742.2213285888	13743.069736874
RPL31	56687.2451824281	56889.9031619028	56725.3172432266	56799.1537928421	38687.9523104865	38750.619644663	39256.3879934944	39258.8115787378
RIPK1	1432.56695518601	1437.68840929206	1433.52909007262	1435.39504423433	2047.9005328962	2051.21775335867	2077.98999663434	2078.1182862236
FOSB	23.214296843333	23.297288395984	23.2298879364964	23.260125136684	41.1815290862961	41.2482355540987	41.7866024803494	41.7891822743222
MRPS27	3687.48221604938	3700.66503509181	3689.95878810137	3694.76182558759	2559.44013785722	2563.58595795999	2597.04556838517	2597.20590308833
RPL14	27052.1884119089	27148.9004998977	27070.3570944518	27105.5932440558	18810.4512071018	18840.9206623561	19086.8300548057	19088.0084250539
RPLP0P6	715.664457483697	718.222971528061	716.145109183193	717.077279974929	490.253872767381	491.047993454603	497.457091815453	497.487803496495
GRINA	731.633531580335	734.249135368256	732.124908365481	733.077879274211	1052.05712669392	1053.76126484531	1067.51482801076	1067.58073354401
IL22RA1	1397.76542172945	1402.76245969162	1398.70418334941	1400.52480764646	2090.53477527545	2093.92105533283	2121.25065688373	2121.38161727138
SDC4	6500.46210073052	6523.70137635146	6504.82791507767	6513.29492896906	9217.16798466585	9232.09809369877	9352.59430903459	9353.17171339379
PAQR9	74.133102680939	74.3981299327161	74.1828916587482	74.279451872543	45.8784750419328	45.9527896943053	46.5525598858792	46.5554339174176
PSTPIP1	149.265310456366	149.798936779632	149.365559426951	149.559981213826	97.2440342233431	97.4015515905181	98.6728247307488	98.6789165291581
LOC339260	103.588528562487	103.958859521906	103.658100275572	103.793026915669	156.067413991534	156.320214364844	158.360486686506	158.370263442807
CCDC152	613.44417550673	615.637250099236	613.856174429437	614.655200756354	357.508264883641	358.087362214162	362.761074675671	362.783470581977
PEG3-AS1	44.6713737896334	44.8310748003887	44.7013757989637	44.7595613766293	23.8159075508687	23.8544849205167	24.1658307405605	24.1673226748359
HJURP	1427.26873646213	1432.37124933549	1428.22731298028	1430.08636608006	2027.53020066163	2030.8144249498	2057.32036647818	2057.44737997931
GPAM	12398.4905967278	12442.8154363771	12406.8176213749	12422.9669643736	8606.13889835398	8620.07925316997	8732.58747344232	8733.12660022444
LOC105370916	42.678590117857	42.8311668890915	42.7072537417909	42.7628436690597	22.3219300754777	22.3580874776653	22.6499025012778	22.6513008461656
HS3ST5	34.9471796738016	35.0721165056805	34.9706507587872	35.0161703312696	17.6113417385877	17.6398688580684	17.8701022692438	17.8712055219466
C7orf49	1091.01310635413	1094.91349895573	1091.74584821138	1093.16691997275	756.748332151908	757.974124621819	767.86711020456	767.91451628271
SLC22A15	52.6690214579826	52.857314211233	52.7043948154405	52.7729975285124	81.6170560722998	81.7492606223451	82.8162419749607	82.8213548300199
RBCK1	5516.42667081187	5536.14800105872	5520.13159122078	5527.31687444047	7800.22858814689	7812.86351717243	7914.83605637206	7915.32469735128
RPL13AP5	784.246443764697	787.050139714149	784.773156223415	785.79465676149	534.52473111079	535.39056240838	542.378414556611	542.411899560937
ANO3	38.4436135254683	38.581050174854	38.4694328713678	38.5195066360804	64.5358935726614	64.6404297956292	65.4841087805146	65.4881515956543
AURKB	865.914319560082	869.009979718475	866.495881470782	867.623756452415	1232.00691272031	1234.00253627484	1250.10858647348	1250.18576486094
PHKB	5183.96209235463	5202.49485541145	5187.44372423358	5194.19596405412	3628.04200707549	3633.91876475548	3681.34822808514	3681.57550475773
GPATCH11	1095.04324655174	1098.95804698117	1095.77869511562	1097.20501623503	762.286261832441	763.521024725163	773.486407769728	773.534160768402
AMIGO3	90.3578106137158	90.6808415048767	90.4184963649502	90.5361896651814	137.279786204484	137.502154092263	139.296815392487	139.3054152083
NPM1	66880.3881824658	67119.4868419954	66925.3061211823	67012.41949359	46862.4041925703	46938.3126283613	47550.945744752	47553.8814139845
NR4A3	17.4695950118857	17.5320491462497	17.4813278713901	17.5040824542721	34.242552681962	34.298019290139	34.7456728436468	34.7478179493042
FAM86B3P	61.66296962608	61.8834159150576	61.704383463021	61.7847010177299	96.7676543334334	96.9244000532099	98.189445469926	98.1955074257822
RPS12P22	98.3489870120708	98.7005865108136	98.4150397652244	98.5431417718713	62.2738282386161	62.3747003337158	63.1888072947379	63.1927084040536
ERICH4	180.955060257592	181.601978038999	181.076592571144	181.31229104691	119.576776547545	119.770468830753	121.333698343333	121.341189163957
ALDH2	4120.73043601907	4135.4621256864	4123.49798450708	4128.86533859727	2880.49418782746	2885.16005616842	2922.81681239847	2922.99725935393
AHCY	10377.1402253991	10414.2386990335	10384.1096787974	10397.6261625611	7268.75686842277	7280.53091146504	7375.55551059335	7376.01085782244
GUSBP2	121.311033015529	121.744722265374	121.392507446147	121.550518089975	78.9090653545888	79.0368834600404	80.0684631976272	80.0734064121148
GLRX2	247.619686071182	248.504931157547	247.785991413991	248.108522226303	168.438866409622	168.711706249913	170.913710808318	170.924262567371
IPO5P1	356.169135272298	357.442446703701	356.408344161864	356.87226333704	242.614732961865	243.007724000125	246.179431096627	246.194629561562
RPL30	13496.8369764892	13545.088425332	13505.9016681373	13523.4816346687	9302.02944072898	9317.09700964044	9438.70262043271	9439.2853408906
LACTBL1	89.8624639492309	90.1837239666469	89.9228170177205	90.039865116576	57.0530061015359	57.145421429451	57.8912764816974	57.8948505355156
RPS3	17779.3515713185	17842.9130912728	17791.292468284	17814.4505168045	12468.7203320703	12488.9173551004	12651.9211771632	12652.7022732097
NYNRIN	214.40916306664	215.175679901743	214.553163690868	214.83243696929	143.915675371976	144.148792174059	146.030204581718	146.039220099115
ZNF90	48.9191182169488	49.0940049948056	48.9519730793958	49.0156914500407	79.8401599037233	79.9694862103015	81.0132381649378	81.0182397073253
RPS15A	48569.7421212634	48743.3798729345	48602.3623371349	48665.625636708	34149.412991919	34204.728731008	34651.1646675464	34653.3039385198
GADD45B	180.468847462723	181.114027024143	180.590053227983	180.825118399467	261.258977440484	261.682168709809	265.097612374984	265.11397879824
SNORD12B	52.6693823871677	52.8576764307469	52.7047559870315	52.7733591702226	86.1403190127966	86.2798504130195	87.4059644695422	87.4113606818911
NCAPH	1275.980187282	1280.54184071519	1276.83715599007	1278.49915198411	1799.19309297936	1802.10745334408	1825.62833944738	1825.74104889747
LIPA	8255.08347524713	8284.59555564732	8260.62772138143	8271.38017334198	11606.998519475	11625.7997123934	11777.5382285333	11778.2653424965
SUV39H1	226.146328872136	226.954806298184	226.2982123647	226.592773594099	324.210850088842	324.736011759925	328.974426473806	328.994736482092
LOC105378119	143.277794572383	143.790015412506	143.374022231506	143.56064512972	209.728260258268	210.067981287347	212.809762890127	212.82290120028
PTHLH	27.9567565950897	28.0567025315344	27.9755328000965	28.0119471723028	47.6247603519126	47.7019036638174	48.3245030770242	48.3274865036341
RPL6P19	50.9220117730479	51.1040589334541	50.9562118108512	51.0225390002693	29.7733457758625	29.8215730946494	30.2108006198333	30.2126657545111
GPC1	122.315850716747	122.753132208981	122.397999999009	122.557319442936	79.6078010922039	79.7367510204415	80.7774653438407	80.7824523302397
CASZ1	97.3472524295322	97.6952707080937	97.4126324017136	97.5394296241014	144.393468116226	144.62735885427	146.515017455716	146.524062904173
TRAPPC6A	208.922486577187	209.669388439507	209.062802261703	209.334929007258	141.385403526793	141.614421756018	143.462755870906	143.471612880831
UBE4B	6690.85347437422	6714.77340277636	6695.34715861395	6704.06216201447	4723.89324852111	4731.54508272632	4793.30063053062	4793.5965561944
APOBEC3F	397.899911617309	399.322411367685	398.167147563915	398.685422115299	566.3338902758	567.251246533701	574.654940434927	574.690418106328
NNT	3624.79203462593	3637.75073507767	3627.2265029491	3631.94788491164	2554.4012092306	2558.53886720006	2591.93260361385	2592.09262265612
RPLP1	13671.9653880402	13720.8429242844	13681.1476987313	13698.9557743834	9605.74740857947	9621.30694447937	9746.88306613965	9747.48481284063
NOTCH1	441.038238247319	442.614958335703	441.334446584256	441.908909881174	625.939869103766	626.953776033673	635.136700048976	635.175911703751
GSTA1	887.167923537943	890.339565734708	887.763759709108	888.919318039608	495.200488711994	496.002622003035	502.476387569803	502.507409128848
LOC105371839	138.53839392453	139.033671317214	138.631438526353	138.811888237107	91.0888571638753	91.2364042815369	92.4272106730199	92.4329168837875
S100A14	1506.55925373795	1511.94523171834	1507.57108303607	1509.53341401069	1051.69147054865	1053.39501640464	1067.14379934023	1067.20968196716
TRND	87.4075202894849	87.7200038366348	87.4662245785361	87.5800750520925	197.972101318886	198.292779542727	200.880872652312	200.893274504432
LOC100129518	87.366262765168	87.6785988158839	87.4249393450058	87.5387360796085	56.0631432355139	56.153955168488	56.8868697243416	56.8903817687514
HPD	12273.4142930075	12317.2919824926	12281.6573144079	12297.6437424039	8672.2712254846	8686.31870245094	8799.69147191496	8800.23474151991
POTEE	202.671213789799	203.395767233032	202.807331019498	203.071315326453	293.209227220249	293.68417199061	297.517301889116	297.53566981799
TRNP	131.314882282067	131.78433548327	131.403075457902	131.574116364718	195.38479652465	195.701283792794	198.255553016762	198.267792788612
GAS2	462.775822852097	464.430255218798	463.086630498632	463.689407541244	322.469930961577	322.992272665352	327.20792830981	327.228129259186
RCN2	2605.85264973039	2615.16862250528	2607.60278206074	2610.99697008035	1831.95340606075	1834.92083207938	1858.86999438922	1858.98475609089
LOC101927160	66.6461523058523	66.8844135676688	66.6909129280065	66.7777212023472	101.767238474438	101.932082596724	103.262487673614	103.268862825637
DSTN	8367.00571235721	8396.91791688334	8372.62512725658	8383.52336072031	5921.05461729356	5930.64563171069	6008.05169324364	6008.42261441518
SNX22	282.276523262768	283.285667201117	282.466104691907	282.833776898382	191.287086501462	191.596936236522	194.097636018102	194.109619091188
SPEN	2800.3238841287	2810.33509526458	2802.20462645141	2805.85211810045	3902.15334146253	3908.4741088553	3959.48703496108	3959.73148318567
GMDS	2597.98363377582	2607.27147466904	2599.72848114917	2603.11241957938	1839.81546874404	1842.79562985149	1866.84757305886	1866.96282727508
HIST1H3E	281.839143303197	282.846723599874	282.028430980958	282.395533489135	191.088521766667	191.398049863547	193.896153804508	193.908124438617
MBL2	583.335753517153	585.421189928514	583.72753114195	584.48734049886	407.045463446953	407.70480188591	413.026115102352	413.051614238896
PKD1	1269.26787730183	1273.80553409919	1270.12033791512	1271.77359095813	1774.31080570359	1777.18486136054	1800.38046084104	1800.49161155409
RPLP0	90142.0475031879	90464.3070371258	90202.5883444653	90320.0006078677	63849.6617299103	63953.0863840913	64787.7942468238	64791.7940733516
PHGDH	4583.2280919935	4599.61321957566	4586.30626130672	4592.27603012023	3254.66281118146	3259.93476355524	3302.48303343532	3302.68691997597
TCP1	12062.7227154597	12105.8471785486	12070.8242330258	12086.5362299911	8569.79008430322	8583.6715607568	8695.70459228003	8696.24144201093
CD47	30.203701782459	30.3116805906758	30.2239870718024	30.2633281461138	53.2995691844859	53.3859046381367	54.08269093697	54.0860298588213
PRKDC	11600.6355443724	11642.1080370377	11608.4267168015	11623.5368337103	8217.64322929448	8230.95429291088	8338.38370178759	8338.89849147472
MT1G	837.796659523145	840.791798512228	838.359337163512	839.450588192196	1183.90591888648	1185.82362771886	1201.30085269478	1201.37501782224
RPL13A	64794.3081027702	65025.9489863466	64837.8249967302	64922.2211978445	46060.4644942642	46135.0739359225	46737.2232791266	46740.108711293
UNC5B	21.218540699701	21.2943973861878	21.2327914111084	21.2604290891805	37.7035108205407	37.7645835414036	38.2574822675966	38.2598441830506
DAGLA	237.386342170442	238.235002857769	237.545774635766	237.85497626261	337.201022609774	337.747225960082	342.155461450576	342.176585220991
LOC101929895	79.6190779506612	79.9037176683471	79.6725513972311	79.7762572305367	119.323547888298	119.516829987868	121.076749037288	121.084223994544
FAM43A	20.7187961301399	20.7928662202875	20.732711205099	20.7596979534145	36.9736061873434	37.0334965975687	37.5168532663745	37.519169457359
ETV6	515.707405621841	517.551069403475	516.053762966212	516.725484714548	721.003350444006	722.171242648329	731.596933393847	731.64210024751
PPP1R15A	1828.6358602263	1835.17326819939	1829.8640013262	1832.2458451076	2537.60792253993	2541.71837848793	2574.89257594001	2575.05154297618
NFKBID	24.2123999598513	24.2989597501235	24.2286613950363	24.260198649408	41.6972849768337	41.7648268738802	42.3099362868633	42.3125483900769
PRPS2	415.615084413405	417.100916243394	415.894218153485	416.435567158935	583.980137272833	584.926077190284	592.560460819804	592.597043930528
LOC105379201	69.6224728379273	69.8713745022428	69.6692324045687	69.7599174105787	40.9240549684218	40.9903443757282	41.5253453378561	41.527909002506
LRRC75A-AS1	13039.9383151215	13086.5563425616	13048.6961463187	13065.6809909569	9290.34893400185	9305.39758265068	9426.85049395259	9427.43248269164
S100A6	6550.55105903229	6573.96940363163	6554.95051392519	6563.4827699331	9340.15604089643	9355.28536785532	9477.389408429	9477.97451730655
TUBA1A	2727.70151612296	2737.45310091224	2729.53348410143	2733.08638330624	1935.4146519201	1938.54966603996	1963.85137921801	1963.97262219185
TRNQ	117.358233633475	117.777791550364	117.437053300787	117.589915324909	205.482845117555	205.815689358552	208.501970567086	208.51484292557
CCL28	41.6857379512207	41.8347652570797	41.713734759755	41.7680314723327	66.4982237433903	66.6059385786451	67.4752711438065	67.4794368880278
IFI30	1660.86170102906	1666.79931319269	1661.97716231945	1664.1404760772	2323.15605071758	2326.91913425858	2357.28979824253	2357.43533106054
LINC00483	209.168967201894	209.916750237135	209.309448426742	209.581896219453	143.091815417801	143.323597718987	145.19423978953	145.203203696679
AHNAK	17408.7393474255	17470.9759216319	17420.431335292	17443.1066521544	12388.364996328	12408.4318585619	12570.3851937664	12571.1612559976
SUCLG2	4218.61002908005	4233.69164015383	4221.44331506873	4226.93815976825	3007.72724539492	3012.59920777965	3051.91928423214	3052.10770163168
CEACAM1	2137.21553158187	2144.85611774792	2138.65091972599	2141.43469621978	2960.56693950051	2965.36251090373	3004.06605976512	3004.25152283354
LOC105371414	50.1717571257712	50.3511221115468	50.2054532805501	50.2708032445922	76.6378274911517	76.7619666109325	77.7638544120018	77.7686553460574
UQCRH	7373.77814702291	7400.13954411605	7378.73049439884	7388.3350242054	5263.16768590024	5271.69304504958	5340.49853800401	5340.82824621483
CSDE1	23879.6377347381	23965.0078937277	23895.6756814888	23926.7795047691	17061.3371680634	17088.973381767	17312.016572554	17313.0853705266
SEMA4D	17.4721612719852	17.5346245807779	17.483895855031	17.5066537805308	31.5071605510343	31.5581963293912	31.9700900486653	31.9720637972048
KIF18B	406.356016291309	407.808746776694	406.628931493102	407.158220331569	570.053697074667	570.977078732254	578.429401739708	578.465112436336
LOC105372526	97.0983835626321	97.445512130262	97.1635963905008	97.2900694549871	143.47744630047	143.709853252432	145.585536682962	145.594524747743
DIP2C	217.910903478579	218.689939102243	218.057255927692	218.341090310271	151.081017583472	151.325740915962	153.300825980938	153.310290367211
TNNC2	83.3688155699481	83.6668606709269	83.4248074002948	83.533397360301	54.3357434599058	54.4237573244237	55.1340895496006	55.1374933820127
PARK7	11847.908579184	11890.2650776509	11855.8658241394	11871.2980203386	8442.94314155026	8456.61914939472	8566.99390838196	8567.52281185671
IGF2	674.932013227104	677.344908008694	675.385308365362	676.264424133316	945.942688760063	947.474941129291	959.841268195241	959.900526248578
HNRNPA1P12	74.3887923886974	74.6547337360418	74.438753091805	74.5356463478165	46.3699353834922	46.4450461108085	47.0512411729331	47.0541459917312
TLX1	106.086155830087	106.465415854481	106.157404989605	106.295584851463	153.618988451001	153.867822827342	155.876086834558	155.885710210603
LOC105372481	1010.96512067184	1014.57934020245	1011.64410102122	1012.96090828627	1397.29100543003	1399.55435867438	1417.82117101383	1417.9087035313
SIX1	254.35439171281	255.263713499909	254.525220191676	254.856523125929	357.475981548774	358.055026586257	362.728317007105	362.75071089104
LOC105375256	629.709473709967	631.960697052845	630.132396667174	630.952608950367	445.972624700073	446.695017947494	452.525226695902	452.5531644028
ZFP36L1	399.895715511453	401.325350298703	400.164291871885	400.685166007582	557.595732922643	558.498934980224	565.788394781365	565.823325055762
LOC100505727	11923.4982063254	11966.1249391467	11931.5062184837	11947.0368720561	16367.9907294544	16394.5038500406	16608.4829094255	16609.5082730962
RPL26	37396.2121833049	37529.9043529753	37421.3280777057	37470.0375760668	26926.8439870639	26970.4604989152	27322.4756511591	27324.1624683163
EIF2A	3676.75602014793	3689.90049283604	3679.22538831514	3684.01445466388	2647.11945780497	2651.40730220511	2686.0131460758	2686.17897340116
WDR62	485.009518234463	486.743436484946	485.335258386532	485.96699537149	671.905624438964	672.993987399191	681.77782262303	681.819913776969
IL32	1740.9220298328	1747.1458591943	1742.09126092089	1744.35885525218	2400.47341798046	2404.3617413701	2435.74317679171	2435.89355311316
VAMP2	126.549723024846	127.002140691091	126.634715843487	126.799550011612	183.70754071348	184.005112984875	186.40672521777	186.418233474428
HNRNPA1	42892.7340415874	43046.0763814214	42921.5414880066	42977.410343073	30432.8760408957	30482.1716768472	30880.0212539421	30881.9277045263
PWARSN	714.59198003309	717.146659950174	715.071911439572	716.0026853027	508.249545094564	509.072815445806	515.717171579049	515.749010588969
PALLD	60.6564008652023	60.8732486517192	60.6971386744595	60.7761451482716	90.0629927810642	90.2088781879797	91.3862734345446	91.3919153806089
CACNA1H	1281.24744247604	1285.8279264467	1282.10794875696	1283.77680548217	1757.74937688834	1760.59660609076	1783.57569769203	1783.68581092359
KCNC3	68.1443695865698	68.3879870036545	68.1901364354196	68.2788961751071	100.744359121918	100.907546368656	102.224579323987	102.230890398302
LOC105379184	17.7233411007682	17.7867023822252	17.7352443802056	17.7583294736923	31.5172552583463	31.5683073882639	31.9803330758418	31.9823074567587
RGS20	68.3945073774106	68.6390190418542	68.4404422228027	68.5295277731968	100.998354543909	101.161953216299	102.482306658694	102.488633644411
HSPD1	31777.078351775	31890.6820111459	31798.4203459946	31839.8107824994	23001.1653195594	23038.4229573367	23339.1176364324	23340.5585316341
SHC3	896.600721792608	899.806086422505	897.202893181996	898.370737967307	642.352123020984	643.392614769662	651.79009649786	651.830336289149
FBXO6	495.267568283946	497.03815925842	495.600197906545	496.245296257345	685.654024020989	686.764656848179	695.728225165666	695.771177580446
EPRS	8417.76278389881	8447.85644592089	8423.41628805949	8434.38063387387	6094.51093180264	6104.38291339888	6184.05657268629	6184.43835993212
PTGDS	63.901145356299	64.1295931660727	63.9440623878688	64.0272952222464	96.7657982719843	96.9225409852842	98.1875621376731	98.1936239772573
SEPHS2	3012.10242703702	3022.87075049091	3014.12540321736	3018.04874169651	2177.4622856058	2180.98937216788	2209.45537874262	2209.59178465578
PEX11A	913.604779272084	916.870933730814	914.218370858522	915.408363852477	656.657519676461	657.721183524442	666.305679979802	666.346815924704
RPL21P75	49.1738657699524	49.3496632751554	49.2068917249317	49.2709419106132	30.0232377549823	30.0718698526015	30.4643642204618	30.4662450094835
FAM83D	1048.34838859956	1052.09625402388	1049.05247614978	1050.41797605298	1436.03896214114	1438.3650799157	1457.13844504268	1457.22840490433
LOC105370038	19.2193445782912	19.2880541006278	19.2322525975985	19.2572862728982	36.2243181240274	36.2829948260399	36.7565560375018	36.7588252897524
ZNF703	201.941047026753	202.662990109923	202.076673864772	202.33970711132	282.398548578865	282.85598204737	286.547783734905	286.565474434831
NFKBIE	708.662754700708	711.19623752448	709.138703944595	710.06175484396	972.823635297889	974.399429833581	987.117172033533	987.178114028807
TIMP1	1136.81072303545	1140.87484298755	1137.57422330477	1139.05494760323	1558.90024108471	1561.42537142947	1581.80490443237	1581.90256087047
IARS2	8145.08878207925	8174.20762935973	8150.55915401781	8161.16833514922	5896.9023335217	5906.45422570185	5983.54454396192	5983.91395212708
DGCR11	42.6837654746029	42.8363607478361	42.7124325743892	42.7680292426891	66.2131511927636	66.3204042631607	67.1860100693541	67.1901579553641
SLCO4C1	1761.8072273151	1768.10572165475	1762.99048523596	1765.28528305748	1266.33812256516	1268.38935633608	1284.94421910504	1285.02354815203
CBLC	83.1198789784288	83.4170341263592	83.1757036189779	83.2839693328696	120.841886171915	121.037627698953	122.617396014121	122.624966086834
TIAM1	350.197833604981	351.449797519375	350.433032072813	350.88917347875	248.371319068005	248.773634712084	252.020597770092	252.03615685316
KPTN	42.9331305543515	43.0866173124867	42.9619651317149	43.0178866042459	65.5159970335553	65.6221208430311	66.4786127394172	66.4827169525929
GEN1	593.8048323977	595.927695965136	594.203641223367	594.977086816431	814.1177366953	815.436457000139	826.079433918076	826.130433870649
LTB4R	114.809732062498	115.220179037809	114.886840115382	115.036382652693	166.59116678645	166.861013694761	169.038863240255	169.049299251193
LOC105374104	44.9311956289022	45.0918255076735	44.9613721387366	45.0198961408231	26.5370192535622	26.5800043213751	26.9269232873382	26.9285856841419
ADH4	1670.31587350312	1676.28728451312	1671.437684367	1673.61331242002	1197.86851650641	1199.80884216699	1215.46860045165	1215.54364025827
RPL35A	10675.280120243	10713.4444496708	10682.4498091646	10696.3546275717	7744.74655524451	7757.29161362843	7858.53883513884	7859.02400047698
DFNB31	255.599459382296	256.51323230999	255.771124068529	256.104048734451	354.908416599683	355.48330265637	360.123027250979	360.145260291236
SNHG17	148.022968259299	148.552153185587	148.122382852988	148.31518645819	208.950248139975	209.288708933179	212.020319568488	212.033409140506
EIF3A	19371.5528835594	19440.8065534818	19384.5631283997	19409.7950588104	14105.3592877636	14128.207363492	14312.6069982773	14313.4906206605
LINC00957	57.6621289858438	57.8682721934538	57.7008557942017	57.7759621542674	35.7009153131151	35.7587441992857	36.2254629556772	36.22769941965
NDUFB5	2236.43914857576	2244.43446105937	2237.94117688853	2240.85419461631	1618.2393710792	1620.86061985016	1642.01589444718	1642.11726815206
SNORA23	279.611617557955	280.611234407735	279.799409193787	280.163610294166	434.956324689569	435.660873566509	441.34706601181	441.374313608724
FGB	12997.4678921768	13043.9340870473	13006.1971995585	13023.1267254123	9425.16982601711	9440.43685959947	9563.65228703031	9564.24272154912
LONRF3	344.705045467257	345.93737255961	344.936554890697	345.385541803193	475.358529084035	476.128522066778	482.342893311559	482.372671882085
DTL	678.690226381946	681.116556847029	679.146045596286	680.030056530537	925.326191403055	926.825048855978	938.921856053229	938.979822597562
KLHL7-AS1	39.687125311388	39.8290075390547	39.7137798196978	39.7654732895026	60.7769386748811	60.8753860854754	61.6699241802789	61.6737315177809
GCSH	1286.50586131761	1291.10514423563	1287.36989923676	1289.04560518356	931.348972287075	932.85758553217	945.033128660407	945.091472498497
KIF18A	627.757147426121	630.00139116541	628.178759169761	628.996428499312	856.60871813307	857.996265976567	869.194728316672	869.248390093132
SLC12A2	2132.32226188589	2139.94535451973	2133.7543636318	2136.53176651986	1549.58661171955	1552.09665570566	1572.35443145174	1572.45150444271
RPS24	33478.9796803413	33598.6676693247	33501.4646987217	33545.0719041219	24375.551342623	24415.0352318054	24733.6972859631	24735.2242788124
LOC105377484	49.1679996781905	49.3437762120038	49.2010216934086	49.2650642383594	30.2747278568737	30.3237673219889	30.7195494248153	30.7214459682946
MLH3	1831.31841073757	1837.86540887975	1832.54835348131	1834.93369135161	1326.16179574143	1328.30993280898	1345.64687161444	1345.72994828215
RPL10AP6	67.6462460090741	67.8880826248972	67.6916783101599	67.7797892314735	43.1578191580648	43.2277268506147	43.7919298551977	43.7946334527623
KIF2C	2034.98705114903	2042.26216855359	2036.35378101015	2039.00440236043	2764.53955200552	2769.01759526197	2805.1584742952	2805.33165733702
RPL11	48033.4948791687	48205.2155367521	48065.7549428129	48128.3197669888	35040.3018533376	35097.0606677681	35555.1432116228	35557.3382918331
TTR	27081.4442177099	27178.2608957608	27099.6325489201	27134.9068049402	19229.5103891205	19260.658642818	19512.0464040593	19513.2510260368
CDCA5	452.795772629388	454.414526126766	453.099877514524	453.689655292997	619.606037182955	620.609684475484	628.709806183581	628.74862105898
LOC105372824	25.2121334425573	25.3022672990407	25.2290663147439	25.2619057468922	41.6931365159673	41.7606716932737	42.3057268733477	42.3083387166832
RUSC1	301.54264026797	302.620660940972	301.745161129527	302.137927933553	416.659336529158	417.334247666105	422.781243231296	422.80734462357
CRTAP	2694.56365107672	2704.19676736832	2696.37336313485	2699.88309944458	1966.42346822233	1969.60871089495	1995.31580292826	1995.43898843215
SPTLC3	1780.4708384579	1786.83605556228	1781.66663115859	1783.98573879876	1296.40167122895	1298.50160239372	1315.44948651583	1315.5306988771
HECA	128.7913551417	129.25178668539	128.877853476335	129.045607426158	182.640156567925	182.935999874229	185.323658173545	185.335099564517
